trialnum,contrast,RewardTrial
1726,0.1,1
1727,0,0
1728,0.02,1
1729,0.7,1
1730,0.02,1
1731,0.05,1
1732,0.02,1
1733,0.25,1
1734,0.02,1
1735,0,0
1736,0.1,1
1737,0.05,1
1738,0.05,1
1739,0.25,1
1740,0.02,1
1741,0.02,1
1742,0.05,1
1743,0.7,1
1744,0.25,1
1745,0.7,1
1746,0.7,1
1747,0.7,1
1748,0,0
1749,0,0
1750,0,0
1751,0,0
1752,0,0
1753,0.25,1
1754,0.05,1
1755,0.25,1
1756,0.25,1
1757,0.25,1
1758,0.25,1
1759,0.25,1
1760,0.05,1
1761,0,0
1762,0.05,1
1763,0.05,1
1764,0,0
1765,0,0
1766,0.05,1
1767,0.02,1
1768,0.02,1
1769,0.25,1
1770,0.25,1
1771,0.1,1
1772,0.02,1
1773,0.1,1
1774,0.05,1
1775,0.25,1
1776,0.7,1
1777,0.05,1
1778,0.05,1
1779,0.1,1
1780,0.1,1
1781,0.1,1
1782,0.7,1
1783,0.7,1
1784,0.02,1
1785,0.02,1
1786,0,0
1787,0,0
1788,0,0
1789,0,0
1790,0.25,1
1791,0.7,1
1792,0.02,1
1793,0.25,1
1794,0.02,1
1795,0.05,1
1796,0.02,1
1797,0.1,1
1798,0.7,1
1799,0.02,1
1800,0.25,1
1801,0.25,1
1802,0,0
1803,0.1,1
1804,0.25,1
1805,0.02,1
1806,0.1,1
1807,0.1,1
1808,0.05,1
1809,0.7,1
1810,0.7,1
1811,0.1,1
1812,0.02,1
1813,0.25,1
1814,0.02,1
1815,0.02,1
1816,0.02,1
1817,0.7,1
1818,0,0
1819,0.02,1
1820,0,0
1821,0.1,1
1822,0.02,1
1823,0.7,1
1824,0.02,1
1825,0.05,1
1826,0,0
1827,0.02,1
1828,0.05,1
1829,0,0
1830,0.05,1
1831,0.05,1
1832,0.7,1
1833,0.7,1
1834,0.1,1
1835,0.25,1
1836,0.7,1
1837,0.05,1
1838,0.25,1
1839,0.25,1
1840,0,0
1841,0.02,1
1842,0.02,1
1843,0.05,1
1844,0.02,1
1845,0.7,1
1846,0.7,1
1847,0.02,1
1848,0.02,1
1849,0.05,1
1850,0,0
1851,0.1,1
1852,0.25,1
1853,0.02,1
1854,0.7,1
1855,0.05,1
1856,0.7,1
1857,0.05,1
1858,0.25,1
1859,0.1,1
1860,0.02,1
1861,0.02,1
1862,0.7,1
1863,0.05,1
1864,0.7,1
1865,0.25,1
1866,0.7,1
1867,0.25,1
1868,0.7,1
1869,0.25,1
1870,0.02,1
1871,0.25,1
1872,0.7,1
1873,0.1,1
1874,0.02,1
1875,0,0
1876,0.25,1
1877,0.02,1
1878,0.25,1
1879,0.1,1
1880,0.25,1
1881,0.1,1
1882,0.05,1
1883,0.7,1
1884,0,0
1885,0.1,1
1886,0.7,1
1887,0.25,1
1888,0.7,1
1889,0.02,1
1890,0.7,1
1891,0,0
1892,0.1,1
1893,0.7,1
1894,0.05,1
1895,0.1,1
1896,0.1,1
1897,0.1,1
1898,0,0
1899,0.1,1
1900,0.1,1
1901,0.05,1
1902,0.7,1
1903,0.25,1
1904,0.7,1
1905,0.25,1
1906,0.1,1
1907,0.7,1
1908,0.05,1
1909,0.02,1
1910,0.25,1
1911,0.02,1
1912,0.25,1
1913,0.7,1
1914,0.02,1
1915,0.25,1
1916,0.25,1
1917,0.1,1
1918,0,0
1919,0.05,1
1920,0.05,1
1921,0.25,1
1922,0,0
1923,0.1,1
1924,0.7,1
1925,0.1,1
1926,0,0
1927,0.05,1
1928,0.02,1
1929,0.02,1
1930,0.25,1
1931,0.1,1
1932,0.7,1
1933,0,0
1934,0.7,1
1935,0.1,1
1936,0.1,1
1937,0.25,1
1938,0.05,1
1939,0.1,1
1940,0.02,1
1941,0.02,1
1942,0.02,1
1943,0.1,1
1944,0.05,1
1945,0.05,1
1946,0.7,1
1947,0.1,1
1948,0.25,1
1949,0,0
1950,0.7,1
1951,0.02,1
1952,0.02,1
1953,0.02,1
1954,0.05,1
1955,0.02,1
1956,0.02,1
1957,0,0
1958,0.7,1
1959,0.25,1
1960,0.7,1
1961,0.25,1
1962,0.7,1
1963,0.05,1
1964,0.1,1
1965,0,0
1966,0.02,1
1967,0.25,1
1968,0.05,1
1969,0.02,1
1970,0.25,1
1971,0.05,1
1972,0.05,1
1973,0.05,1
1974,0.7,1
1975,0.02,1
1976,0.25,1
1977,0,0
1978,0.02,1
1979,0.25,1
1980,0.1,1
1981,0.1,1
1982,0,0
1983,0,0
1984,0.25,1
1985,0,0
1986,0.02,1
1987,0.05,1
1988,0.7,1
1989,0.05,1
1990,0.7,1
1991,0.7,1
1992,0.1,1
1993,0.1,1
1994,0.7,1
1995,0,0
1996,0,0
1997,0.25,1
1998,0.25,1
1999,0.1,1
2000,0.7,1
